MSI_DO_YOU_AGREE,"Do you agree?"
MSI_ACCOUNT_BUSY,"Server is jammed due to overpopulation. Please try again later."
MSI_INFORMATION_REMAINED,"Server still recognizes your last log-in. Please try again after about 30 seconds."
MSI_BIRDOFF,"Release Falcon"
MSI_CHIKENOFF,"Dismount"
MSI_SIZE_SMALL,"Small"
MSI_SIZE_MIDDLE,"Medium"
MSI_SIZE_BIG,"Large"
MSI_DOUBLE,"Double"
MSI_TRIPLE,"Triple"
MSI_QUADROPLE,"Quadruple"
MSI_LOGIN_REFUSE_BLOCKED_UNTIL,"You are prohibited to log in until %s."
MSI_MANUFACTURED_NORMAL_ITEM,"'s "
MSI_MANUFACTURED_FIRE_ITEM,"'s Fire "
MSI_MANUFACTURED_ICE_ITEM,"'s Ice "
MSI_MANUFACTURED_WIND_ITEM,"'s Wind "
MSI_MANUFACTURED_EARTH_ITEM,"'s Earth "
MSI_ACCOUNT_ADDRESS,"127.0.0.1"
MSI_ACCOUNT_PORT,"6900"
MSI_REGISTRATION_WEB_URL,"https://rathena.org/board/"
MSI_BAN_USER,"Kick %s"
MSI_ONE_STARPIECE,"Very Strong "
MSI_TWO_STARPIECE,"Very Very Strong "
MSI_THREE_STARPIECE,"Very Very Very Strong "
MSI_GUILD_KICK_REASON,"The Reason of Expulsion"
MSI_INCATTACKSPEED,"Attack Speed is increased."
MSI_DECATTACKSPEED,"Attack Speed is reduced."
MSI_INCWEAPONATTACK,"Weapon Damage is improved."
MSI_DECWEAPONATTACK,"Weapon Damage is reduced."
MSI_FASTPREDELAY,"Casting Delay is reduced."
MSI_NORMALPREDELAY,"Casting Delay has returned to normal."
MSI_WEAPONPROPERTYPOISON,"Weapon is temporarily enchanted with Poison element."
MSI_WEAPONPROPERTYSAINT,"Weapon is temporarily enchanted with Holy element."
MSI_WEAPONPROPERTYORIGINAL,"Weapon has changed back to normal."
MSI_ARMORPROPERTYSAINT,"Armor is temporarily enchanted with the Holy element."
MSI_ARMORPROPERTYORIGINAL,"Armor has changed back to normal."
MSI_BARRIOR,"Barrier formed."
MSI_DISAPPEARBARRIOR,"Barrier canceled."
MSI_PERFECTDAMAGE,"Weapon Perfection initiated."
MSI_DISAPPEARPERFECTDAMAGE,"Weapon Perfection canceled."
MSI_OVERTHRUSTING,"Power-Thrust initiated."
MSI_DISAPPEAROVERTHRUSTING,"Power-Thrust canceled."
MSI_MAXIMIZE,"Maximize-Power initiated."
MSI_DISAPPEARMAXIMIZE,"Maximize-Power canceled."
MSI_SERVER_PROPERTY_NEW,"[New Server]"
MSI_SERVER_USER_COUNT,"(%d players)"
MSI_SERVER_INSPECTING,"(On the maintenance)"
MSI_GUILD_MEMBER_STATUS_ONLINE,"Guild Member %s has connected."
MSI_GUILD_MEMBER_STATUS_OFFLINE,"Guild Member %s has disconnected."
MSI_GOT_EXPERIENCE_POINT,"You got %s Base EXP."
MSI_GOT_JOB_EXPERIENCE_POINT,"You got %s Job EXP."
MSI_LEFT_GUILD,"You left the guild."
MSI_BAN_FROM_GUILD,"You have been expelled from the Guild."
MSI_ITEM_IDENTIFY_SUCCEESS,"Item Appraisal has completed successfully."
MSI_ITEM_IDENTIFY_FAIL,"Item Appraisal has failed."
MSI_ITEM_COMPOUNDING_SUCCEESS,"Compounding has completed successfully."
MSI_ITEM_COMPOUNDING_FAIL,"Compounding has failed."
MSI_HOSTILE_GUILD_SUCCEESS,"Antagonist has been set."
MSI_TOO_MANY_HOSTILE_GUILD,"Guild has too many Antagonists."
MSI_ALREADY_REGISTERED_HOSTILE_GUILD,"Already set as an Antagonist"
MSI_ITEM_REFINING_SUCCEESS,"Upgrade success!!"
MSI_ITEM_REFINING_FAIL,"Upgrade failed!!"
MSI_IMPOSSIBLE_TELEPORT_AREA,"Unavailable Area to Teleport"
MSI_POSSIBLE_TELEPORT_AREA,"Unable to memorize this place as Warp Point"
MSI_CANT_EXIT_NOW,"Please wait 10 seconds before trying to log out."
MSI_POSITION,"Position"
MSI_JOB,"Job"
MSI_MEMO,"Note"
MSI_CONTRIBUTION,"Tax"
MSI_EXP_CONTIRIBUTION,"Contribution"
MSI_LEAVE_GUILD,"Leave Guild"
MSI_EXPEL_GUILD,"Expel"
MSI_GRADE,"Rank"
MSI_POSITION_NAME,"Position Title"
MSI_JOIN_AUTHORITY,"Invite"
MSI_PENALTY_AUTORITY,"Expel"
MSI_CONTRIBUTION_PERCENT,"Tax %"
MSI_TITLE,"Title"
MSI_CONTENTS,"Contents"
MSI_GUILD_NAME,"Guild Name"
MSI_GUILD_LEVEL,"Guild Level"
MSI_GUILD_PEOPLE_COUNT,"Number of Members"
MSI_RANKING,"Ranking"
MSI_ITEM_IDENTIFY,"Item Appraisal"
MSI_ITEM_COMPOUNDING,"Insert Card"
MSI_PLEASE_INPUT_WHY_LEAVING,"Please enter the reason of Withdrawal."
MSI_PELASE_INPUT_WHY_EXPEL,"Please enter the reason of Expulsion."
MSI_PLEASE_CLOSE_STORE,"Please close Shop."
MSI_SKILL_NAME,"Skill "
MSI_ITEM_NAME,"Item Name"
MSI_SETTLE_WEB_URL,"https://pay.ragnarok.co.kr (Billing Web)"
MSI_BAN_IP_OVERFLOW,"IP capacity of this Internet Cafe is full. Would you like to pay the personal base?"
MSI_BAN_PAY_OUT,"You are out of available paid playing time. Game will be shut down automatically."
MSI_NAMELENGTH_TOO_LONG,"Name is too long. Please enter a name up to 23 english characters."
MSI_DELETE_AFTER_10_SECOND,"deleted"
MSI_BILLING_100,"You paid with the personal regular base."
MSI_BILLING_200,"You paid with the personal regular base. Available time is xx hrs xx mins xx secs."
MSI_BILLING_300,"You are free!"
MSI_BILLING_400,"You are free for the test, your available time is xx hrs xx mins xx secs."
MSI_BILLING_500,"You paid with the Internet Cafe regular base. Available time is xx hrs xx mins xx secs."
MSI_BILLING_501,"You paid with the Time Limit for Internet Cafe. Available time is xx hrs xx mins xx secs."
MSI_BILLING_600,"You are free for the test of Internet Cafe version ."
MSI_BILLING_700,"You are free for the Internet Cafe version."
MSI_BILLING_800,"You paid on the Time Limit Website."
MSI_EMOTION_LIST,"Emoji List"
MSI_VIEW_EMOTION,"/emo"
MSI_EMOTION_SURPRISE,"/!"
MSI_EMOTION_QUESTION,"/?"
MSI_EMOTION_DELIGHT,"/ho"
MSI_EMOTION_THROB,"/lv"
MSI_EMOTION_BIGTHROB,"/lv2"
MSI_EMOTION_SWEAT,"/swt"
MSI_EMOTION_AHA,"/ic"
MSI_EMOTION_FRET,"/an"
MSI_EMOTION_ANGER,"/ag"
MSI_EMOTION_MONEY,"/$"
MSI_EMOTION_THINK,"/..."
MSI_EMOTION_THANKS,"/thx"
MSI_EMOTION_KEK,"/wah"
MSI_EMOTION_SORRY,"/sry"
MSI_EMOTION_SMILE,"/heh"
MSI_EMOTION_PROFUSELY_SWEAT,"/swt2"
MSI_EMOTION_SCRATCH,"/hmm"
MSI_EMOTION_BEST,"/no1"
MSI_EMOTION_STARE_ABOUT,"/??"
MSI_EMOTION_HUK,"/omg"
MSI_EMOTION_O,"/oh"
MSI_EMOTION_X,"/X"
MSI_EMOTION_HELP,"/hlp"
MSI_EMOTION_GO,"/go"
MSI_EMOTION_CRY,"/sob"
MSI_EMOTION_KIK,"/gg"
MSI_EMOTION_CHUP,"/kis"
MSI_EMOTION_CHUPCHUP,"/kis2"
MSI_EMOTION_HNG,"/pif"
MSI_EMOTION_OK,"/ok"
MSI_SHORTCUT_LIST,"Shortcut List"
MSI_BAN_PAY_SUSPEND,"Your account is suspended."
MSI_BAN_PAY_CHANGE,"Your connection is terminated due to change in the billing policy. Please connect again."
MSI_BAN_PAY_WRONGIP,"Your connection is terminated because your IP doesn't match the authorized IP from the account server."
MSI_BAN_PAY_PNGAMEROOM,"Your connection is terminated to prevent charging from your account's play time."
MSI_BAN_OP_FORCE,"You have been forced to disconnect by the Game Master Team."
MSI_USESKILL_FAIL_WEIGHTOVER,"You can't use this Skill because you are over your Weight Limit."
MSI_NAMELESS_USER,"Nameless"
MSI_RANK_IN_TEN,"Congratulations! %s's rank has gone up to %d."
MSI_RANK_OUT_TEN,"What a pity! %s's rank has gone down to %d."
MSI_PET_INFO,"Pet Info"
MSI_PET_HUNGRY,"Hunger"
MSI_PET_FRIENDLY,"Intimacy"
MSI_CANT_OPEN_STORE_WHILE_CHAT,"Please avoid opening a chatroom while vending."
MSI_EA4,"ea"
MSI_SLAIN,"You have knocked down %s."
MSI_SLAINBY,"You have been knocked down by %s."
MSI_NOT_EXIST_PET_FOOD,"Pet food [%s] is not available."
MSI_PET_FEEDING,"Feed Pet"
MSI_PET_PERFORMANCE,"Performance"
MSI_PET_RETURN_EGG,"Return to Egg"
MSI_PET_ACC_OFF,"Unequip Accessory"
MSI_PET_SHOWINFO,"Check Pet Status"
MSI_PET_ACCESSARY,"Accessory"
MSI_ITEM_EQUIPED,"Equipped"
MSI_PET_EGG_LIST,"Pet List"
MSI_ITEM_UNEQUIPED,"Unequipped"
MSI_SURE_TO_FEED_PET,"Are you sure that you want to feed your pet?"
MSI_CAN_INPUT_NUMBER_ONLY,"Only the numbers (0~9) are available."
MSI_CANT_SELL_UNIDENTIFIED_ITEM,"You cannot sell unidentified items."
MSI_YOU_HAVE_FREE_ITEM_ON_SHOP,"Item at 0 Zeny exists. Do you wish to continue?"
MSI_NEW_EMOTION_LIST,"[New Emoji List]"
MSI_BAN_JAPAN_REFUSE1,"N/A"
MSI_BAN_JAPAN_REFUSE2,"N/A"
MSI_ALREADY_SAME_AID_JOINED,"Character in the same account already joined."
MSI_SERVER_PROPERTY_ADULT,"(%d ppl) - over the age 18"
MSI_ENST_PROVOKE," Provoke initiated."
MSI_DSST_PROVOKE," Provoke canceled."
MSI_ENST_ENDURE," Endure initiated."
MSI_DSST_ENDURE," Endure canceled."
MSI_ENST_CONCENTRATION," Improve Concentration initiated."
MSI_DSST_CONCENTRATION," Improve Concentration canceled."
MSI_ENST_HIDING," Hiding initiated."
MSI_DSST_HIDING," Hiding canceled."
MSI_ENST_CLOAKING," Cloaking initiated."
MSI_DSST_CLOAKING," Cloaking canceled."
MSI_ENST_POISONREACT," Poison React initiated."
MSI_DSST_POISONREACT," Poison React canceled."
MSI_ENST_QUAGMIRE," Movement Speed reduced."
MSI_DSST_QUAGMIRE," Quagmire canceled."
MSI_ENST_ANGELUS," Defense increased."
MSI_DSST_ANGELUS," Angelus canceled."
MSI_ENST_BLESSING," STR, INT and DEX increased."
MSI_DSST_BLESSING," Blessing canceled."
MSI_ENST_CRUCIS," Signum Crusis initiated."
MSI_DSST_CRUCIS," Signum Crusis canceled."
MSI_ENST_SLOWPOISON," Slow Poison initiated."
MSI_DSST_SLOWPOISON," Slow Poison canceled."
MSI_ENST_MAGNIFICAT," SP Regeneration is increased."
MSI_DSST_MAGNIFICAT," Magnificat canceled."
MSI_ENST_GLORIA," LUK increased."
MSI_DSST_GLORIA," Gloria canceled."
MSI_ENST_LEXAETERNA," You will receive double damage from 1 attack."
MSI_DSST_LEXAETERNA," Lex Aeterna canceled."
MSI_ENST_ADRENALINE," Attack speed increased."
MSI_DSST_ADRENALINE," Attack speed reduced."
MSI_ENST_RIDING," You have mounted a Pecopeco."
MSI_DSST_RIDING," You have dismounted your Pecopeco."
MSI_ENST_FALCON," You have rented a Falcon."
MSI_DSST_FALCON," You have released your Falcon."
MSI_ENST_TRICKDEAD," Play Dead initiated."
MSI_DSST_TRICKDEAD," Play Dead canceled."
MSI_ENST_SHOUT," STR increased."
MSI_DSST_SHOUT," Crazy Uproar canceled."
MSI_ENST_ENERGYCOAT," Energy Coat initiated."
MSI_DSST_ENERGYCOAT," Energy Coat canceled."
MSI_ENST_BROKENAMOR," Armor damaged."
MSI_DSST_BROKENAMOR," Armor repaired."
MSI_ENST_BROKENWEAPON," Weapon damaged."
MSI_DSST_BROKENWEAPON," Weapon repaired."
MSI_ENST_ILLUSION," Invisibility initiated."
MSI_DSST_ILLUSION," Invisibility canceled."
MSI_REFUSE_BLOCK_TEMPORARY,"Sorry. It is delayed due to the process of payment. Please re-connect in a minute."
MSI_UNEQUIP_ARROW,"You must unequip ammunition first."
MSI_ARROW_LIST,"Arrow List"
MSI_CART_LIST,"Cart List"
MSI_MUST_EQUIP_CART,"You must have a cart."
MSI_CANT_MAKE_CHAT_ROOM,"You cannot open a Chat Window."
MSI_3DAY_FREE,"Registering an account is the first step to accessing the game. Do you want to visit the registration page now?"
MSI_CANT_USE_WHEN_SITDOWN,"You cannot use this item while sitting."
MSI_BAD_MANNER_REMAIN,"Your use of skills and chat will be blocked for the next %d minutes."
MSI_BAD_MANNER_END,"Your use of skills and chat have been reinstated."
MSI_REF_UNEQUIP,"- [Not equipped]"
MSI_VERY_HUNGRY," Very Hungry"
MSI_HUNGRY," Hungry"
MSI_NORMAL," Neutral"
MSI_REPLETE," Satisfied"
MSI_VERY_REPLETE," Stuffed"
MSI_VERY_AWKWARD," Awkward"
MSI_AWKWARD," Shy"
MSI_FRIENDLY," Cordial"
MSI_VERY_FRIENDLY," Loyal"
MSI_UNKNOWN,"Unknown"
MSI_BILLING_DAY_HOUR_MINUTES,"Your account has play time of %d day %d hour %d minute."
MSI_BAN_INFORMATION_REMAINED_ANOTHER_ACCOUNT,"Your account is already connected to account server."
MSI_BILLING_HOUR_MINUTES,"Your account has play time of %d hour %d minute."
MSI_BILLING_FREE_USER,"Your account is a free account."
MSI_REFUSE_NONSAKRAY_ID_BLOCKED,"This account can't connect the Sakray server."
MSI_PETNAME_IN23,"Your pet name must be 23 characters or less."
MSI_PETNAME_CHANGE_ONLYONCE,"You may change your pet's name only once. Your pet's name will be changed to ^0000ff^0000ff %s^000000^000000.  Do you wish to continue?"
MSI_NAMEBALLOON_TYPE,"/font"
MSI_GUILDZENY_NOT_ENOUGH,"Your guild lacks the funds to pay for this venture."
MSI_GUILDZENY_OVER,"Your guild zeny limit prevents you from performing this action."
MSI_MINEFFECT_ON,"Effect Simplification On"
MSI_MINEFFECT_OFF,"Effect Simplification Off"
MSI_CAPITAL,"Required Fee"
MSI_OPEN_ITEMWND_TO_THROW,"If you wish to drop an item, you must first open your Item Window (ALT+E)."
MSI_ASK_PNGAMEROOM,"Internet Cafe Time Plan has been ended. Would you like to continue the game with your personal play time?"
MSI_REPLY_REMAINTIME,""
MSI_INFO_REMAINTIME,""
MSI_OVER_OR_LOW_MONEY,"Your lack of zeny or your zeny limit have prevented you from performing this action."
MSI_PRESS_ESC_TO_RESTART,"Your character has fainted. Push the ESC key to restart."
MSI_EA_OBTAIN," - %d obtained."
MSI_SPELL_LIST,"Spell List"
MSI_MINEFFECT,"/minimize"
MSI_DAMAGED_ITEM,"This item has been damaged."
MSI_EXPLAIN_NOSHIFT,"/noshift: You may use your ''force heal'' ability without the Shift key. On | Off"
MSI_NOSHIFT_ON,"[no shift] option activated. [ON]"
MSI_NOSHIFT_OFF,"[no shift] option deactivated. [OFF]"
MSI_REFUSE_BAN_BY_DBA,"MSI_REFUSE_BAN_BY_DBA"
MSI_REFUSE_EMAIL_NOT_CONFIRMED,"MSI_REFUSE_EMAIL_NOT_CONFIRMED"
MSI_REFUSE_BAN_BY_GM,"MSI_REFUSE_BAN_BY_GM"
MSI_REFUSE_TEMP_BAN_FOR_DBWORK,"MSI_REFUSE_TEMP_BAN_FOR_DBWORK"
MSI_REFUSE_SELF_LOCK,"MSI_REFUSE_SELF_LOCK"
MSI_REFUSE_NOT_PERMITTED_GROUP,"MSI_REFUSE_NOT_PERMITTED_GROUP"
MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE,"MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE"
MSI_EXPLAIN_AURA,"/aura: Simplify Aura effect On | Off"
MSI_AURA_ON,"Simplified Aura [OFF]"
MSI_AURA_OFF,"Simplified Aura [ON]"
MSI_PROHIBIT_LOG,"Chat block record %d times"
MSI_PROHIBIT_LIST,"Chat block list"
MSI_EXPLAIN_SHOWNAMETYPE,"/showname: Change the name font type."
MSI_EXPLAIN_NOCTRL,"/noctrl | /nc: Auto attack without pressing ctrl key. On | Off"
MSI_NOCTRL_ON,"Use auto attack without Ctrl. [Auto attack ON]"
MSI_NOCTRL_OFF,"Use auto attack with Ctrl. [Auto attack OFF]"
MSI_APPEND_PROHIBIT,"Mute this player."
MSI_ERASE_PROHIBIT,"Unmute player & Erase mute time."
MSI_REDUCE_PROHIBIT,"Decrease Player Mute time."
MSI_SHOWNAME_ON,"Normal Font Displayed. [showname type 1]"
MSI_SHOWNAME_OFF,"Font will be thin and party name will be shown [showname type 2]"
MSI_EXPLAIN_DORIDORI,"/doridori: Shake head"
MSI_BILLING_INTERNET_CAFE,"Internet cafe is paying now."
MSI_BILLING_BOTH,"Prepaid voucher validate until %d days %d hours %d minutes later.\nTime limit voucher validate untill %d hours %d minutes later."
MSI_EXPLAIN_BINGBING,"/bingbing: Rotates player counter clockwise."
MSI_EXPLAIN_BANGBANG,"/bangbang: Rotates player clockwise."
MSI_EXPLAIN_SKILLFAIL,"/skillfail: Display red font message when skill fails. On | Off"
MSI_SKILLFAIL_ON,"Skill fail messages will be displayed. [Display On]"
MSI_SKILLFAIL_OFF,"Skill fail messages will not be displayed. [Display OFF]"
MSI_EXPLAIN_NOTALKMSG,"/notalkmsg: Chat will not be displayed in chat window. On | Off"
MSI_NOTALKMSG_ON,"Chat content will be displayed in the chat window. [Display ON]"
MSI_NOTALKMSG_OFF,"Chat content will not be displayed in the chat window. [Display OFF]"
MSI_EXPLAIN_SET1,"/set1: /noctrl + /showname + /skillfail"
MSI_EXPLAIN_FOG,"/fog: Fog effect. On | Off"
MSI_SUGGEST_COUPLE,"You have received a marriage proposal. Do you accept?"
MSI_HOWITEMDIV,"Item sharing type"
MSI_ITEMDIV1,"Individual"
MSI_ITEMDIV2,"Shared"
MSI_KEYCRYPT,"nProtect KeyCrypt"
MSI_KEYCRYPT_INSTALL_KEYDRIVER,"Keyboard Driver has been detected. \n\nDo you want to install a program for keyboard security?    \n\n(After installation, System Reboot is required)"
MSI_KEYCRYPT_REBOOT,"Installation has been completed.  \n\nSystem will be rebooted."
MSI_KEYCRYPT_INSTALLFAIL,"Installation has been failed."
MSI_KEYCRYPT_SKIPKEYCRYPT,"Keyboard Security will be skipped."
MSI_KEYCRYPT_NOKEYCRYPTFILE,"Required file for Keyboard Security is not existing.  \n\n(npkeyc.vxd, npkeyc.sys, npkeycs.sys)"
MSI_KEYCRYPT_USBKEYBOARD,"USB Keyboard has been detected. \n\nDo you want to install a program for keyboard security?    \n\n(After installation, System Reboot is required)"
MSI_FINDHACK_PATH,"ftp://ragnarok.nefficient.co.kr/pub/ragnarok/ragnarok0526.exe"
MSI_FINDHACK_NOTINSTALLED,"FindHack is not installed correctly. Please download ragnarok0226.exe and install it in RagnarokOnline directory.(%d)."
MSI_FINDHACK_HACKTOOLEXIST,"Hacking tool is existing but it hasn't been cleaned. Rangarok Online will not be executed."
MSI_FINDHACK_CANTDOWNLOAD,"Hacking tool scan program has not been downloaded correctly. Please download ragnarok0226.exe and install it in RagnarokOnline directory."
MSI_FINDHACK_NOFILE,"NPX.DLL register error or there is no necessary file to run FindHack. Please download ragnarok0226.exe and install it in RagnarokOnline directory."
MSI_FINDHACK_EXCEPTION,"Exceptional Error. Please contact the customer support. Return Value: (%d)"
MSI_FINDHACK_EXITPRESSED,"Exit button has been clicked."
MSI_FINDHACK_UPDATEFAILED,"Unable to connect Findhack Update Server. Please try again or contact the customer support."
MSI_NAMED_PET,"Beloved "
MSI_REPORTCOMMAND_EXPLANATION,"/report: Save a chat log file."
MSI_REPORTTEXT_HEADER,"Chat logs are not accepted as evidence for any ill-mannered violation on account of possible file modifications. However this feature is provided for players' personal reference."
MSI_LOVE_SKILL,"I love you."
MSI_EXPLAIN_BRIGHT,"Please adjust your monitor/video brightness if effects appear too bright."
MSI_EXPLAIN_ALTTAB,"If full screen mode fails to work, it is suggested you alt+tab [or ctrl+esc] to inactivate and reactivate the Ragnarok Client."
MSI_SERVER_PROPERTY_PAY,"(%d players) - Pay to Play Server"
MSI_SERVER_PROPERTY_FREE,"(%d players) - Free Server"
MSI_CANT_CONNECT_TO_PAY_SERVER,"Trial players can't connect Pay to Play Server."
MSI_QUICKSPELL_ON,"Right click menu skills for F9 are Enabled.[/q1 ON]"
MSI_QUICKSPELL_OFF,"Right click menu skills for F9 are Disabled.[/q1 OFF]"
MSI_EXPLAIN_QUICKSPELL,"/quickspell: Right-click menu enables you to use skills assigned to the F9 hotkey. On | Off"
MSI_QUICKSPELL2_ON,"Mouse wheel skills for F7 and F8 are Enabled.[/q2 ON]"
MSI_QUICKSPELL2_OFF,"Mouse wheel skills for F7 and F8 are Disabled.[/q2 OFF]"
MSI_EXPLAIN_QUICKSPELL2,"/quickspell2: By rolling the mouse wheel up and down, you are able to use skills registered on F7 and F8 hotkeys. On | Off"
MSI_EXPLAIN_QUICKSPELL3,"/q3: /quickspell (/q1) + /quickspell2 (/q2)"
MSI_EMOTION_STARE,"/bzz"
MSI_EMOTION_HUNGRY,"/rice"
MSI_EMOTION_COOL,"/awsm"
MSI_EMOTION_MERONG,"/meh"
MSI_EMOTION_SHY,"/shy"
MSI_EMOTION_GOODBOY,"/pat"
MSI_EMOTION_SPTIME,"/mp"
MSI_EMOTION_SEXY,"/slur"
MSI_EMOTION_COMEON,"/com"
MSI_EMOTION_SLEEPY,"/yawn"
MSI_EMOTION_CONGRATULATION,"/grat"
MSI_EMOTION_HPTIME,"/hp"
MSI_EXPLAIN_EMOTION,"/emotion: views the emoticon list."
MSI_BATTLE_ON,"Skills assigned to shortcut windows 1, 2, 3 are Enabled. [/bm ON]"
MSI_BATTLE_OFF,"Skills assigned to shortcut windows 1, 2, 3 are Disabled. [/bm OFF]"
MSI_EXPLAIN_BATTLE,"/battlemode: allows you to use skills assigned to Shortcut Window 2 by pressing Q ~ O keys."
MSI_EXPLAIN_BATTLE2,"A ~ L keys allow you to use skills assigned to Shortcut Window 3."
MSI_EXPLAIN_LAG,"Please remember, programs running in the background while playing may affect the game's performance."
MSI_SUPERNOVICE1,"Dear angel, can you hear my voice?"
MSI_SUPERNOVICE2,"I am"
MSI_SUPERNOVICE3,"Super Novice~"
MSI_SUPERNOVICE4,"Help me out~ Please~ T_T"
MSI_SUGGEST_BABY," wishes to adopt you. Do you accept?"
MSI_EXPLAIN_BATTLE3,"Z ~ > keys allow you to use skills assigned on shortcut window 1. On | Off"
MSI_EXPLAIN_BATTLE4,"Press the space bar to Chat when in Battle mode [/battlemode | /bm]."
MSI_NPGAMEMON_ERROR_AUTH_GAMEGUARD,"'Either there's no Game Guard installed on the program or Game Guard is cracked. Please, try to reinstall Game Guard from its setup file.'"
MSI_NPGAMEMON_ERROR_CRYPTOAPI,"Some of Windows system files have been damaged. Please re-install your Internet Explorer."
MSI_NPGAMEMON_ERROR_EXECUTE,"'Failed to run Game Guard. Please, try to reinstall Game Guard from its setup file.'"
MSI_NPGAMEMON_ERROR_ILLEGAL_PRG,"'At least one hazardous program has been detected. Please, terminate all the unnecessary programs before executing Game Guard.'"
MSI_NPGMUP_ERROR_ABORT,"'Game Guard update is canceled. If the disconnection continues, please, check your internet or firewall settings.'"
MSI_NPGMUP_ERROR_CONNECT,"'Failed to connect to Game Guard update server. Try to connect again later, or try to check the internet or firewall settings.'"
MSI_NPGMUP_ERROR_AUTH,"'Can't complete Game Guard update process. Please, try to execute a vaccine program to remove viruses. Or, please try to modify the settings of your PC managing tool if you are using any.'"
MSI_EXPLAIN_NOTRADE,"/notrade: Declines trade offers automatically. On | Off"
MSI_NOTRADE_ON,"Auto decline trade offers has been Enabled. [/nt ON]"
MSI_NOTRADE_OFF,"Auto decline trade offers has been Disabled. [/nt OFF]"
MSI_LIMIT_BUY_ITEM,"You cannot buy more than 30,000ea items at once."
MSI_NOT_ENOUGH_SOURCE,"You do not have enough ingredients."
MSI_ALREADY_CONNECT,"Login information remains at %s."
MSI_HACKING_INVESTIGATION,"Account has been locked for a hacking investigation. Please contact the GM Team for more information."
MSI_BUG_INVESTIGATION,"This account has been temporarily prohibited from login due to a bug-related investigation."
MSI_REPAIRITEMLIST,"Repairable items"
MSI_ITEM_REPAIR_SUCCEESS,"Item has been successfully repaired."
MSI_ITEM_REPAIR_FAIL,"You have failed to repair this item. Please check the distance between you and opponent."
MSI_SYSTEM_CHECK_ON,"System process enabled [GM mode] [/sc ON]"
MSI_SYSTEM_CHECK_OFF,"System process disabled [GM mode] [/sc OFF]"
MSI_EXPLAIN_SYSTEM_CHECK,"/systemcheck: Check the system process [GM mode] On | Off"
MSI_SUGGEST_JOIN_FRIEND,"(%s) wishes to be friends with you. Would you like to accept?"
MSI_FRIEND_ADD_ME_OVERSIZE,"Your Friend List is full."
MSI_FRIEND_ADD_OTHER_OVERSIZE,"(%s)'s Friend List is full."
MSI_FRIEND_ADD_SUCCEED,"You have become friends with (%s)."
MSI_FRIEND_ADD_FALSE,"(%s) does not want to be friends with you."
MSI_BLOCKED,"This character will be blocked to use until %s."
MSI_OVERPRICE,"Price will be fixed at 10,000,000 zeny, even if you enter higher price."
MSI_LITTLEUSER,"(Very low)"
MSI_ALITTLEUSER,"(Low)"
MSI_NORMLEUSER,"(Normal)"
MSI_MANYUSER,"(High)"
MSI_VERYMANYUSER,"(Very high)"
MSI_GM_BAD_MANNER_START,"You have been blocked from using chat and skills for %d minutes by the GM Team."
MSI_GM_BAD_MANNER_REMAIN,"%d minutes remain until release from the GM penalty."
